Date,Hour,Demand
3/17/2019,4,14
3/17/2019,5,11
3/17/2019,6,38
3/17/2019,7,87
3/17/2019,8,159
3/17/2019,9,311
3/17/2019,10,422
3/17/2019,11,576
3/17/2019,12,721
3/17/2019,13,723
3/17/2019,14,774
3/17/2019,15,740
3/17/2019,16,784
3/17/2019,17,711
3/17/2019,18,551
3/17/2019,19,337
3/17/2019,20,201
3/17/2019,21,145
3/17/2019,22,92
3/17/2019,23,60
3/18/2019,0,27
3/18/2019,1,9
3/18/2019,2,4
3/18/2019,3,3
3/18/2019,4,12
3/18/2019,5,76
3/18/2019,6,224
3/18/2019,7,519
3/18/2019,8,955
3/18/2019,9,466
3/18/2019,10,221
3/18/2019,11,230
3/18/2019,12,325
3/18/2019,13,305
3/18/2019,14,276
3/18/2019,15,370
3/18/2019,16,638
3/18/2019,17,1140
3/18/2019,18,953
3/18/2019,19,541
3/18/2019,20,337
3/18/2019,21,208
3/18/2019,22,110
3/18/2019,23,70
3/19/2019,0,28
3/19/2019,1,11
3/19/2019,2,10
3/19/2019,3,4
3/19/2019,4,16
3/19/2019,5,88
3/19/2019,6,242
3/19/2019,7,634
3/19/2019,8,1092
3/19/2019,9,591
3/19/2019,10,252
3/19/2019,11,313
3/19/2019,12,409
3/19/2019,13,413
3/19/2019,14,407
3/19/2019,15,465
3/19/2019,16,747
3/19/2019,17,1306
3/19/2019,18,1060
3/19/2019,19,624
3/19/2019,20,340
3/19/2019,21,213
3/19/2019,22,149
3/19/2019,23,57
3/20/2019,0,27
3/20/2019,1,18
3/20/2019,2,7
3/20/2019,3,4
3/20/2019,4,13
3/20/2019,5,92
3/20/2019,6,252
3/20/2019,7,619
3/20/2019,8,1186
3/20/2019,9,628
3/20/2019,10,280
3/20/2019,11,308
3/20/2019,12,394
3/20/2019,13,401
3/20/2019,14,423
3/20/2019,15,532
3/20/2019,16,772
3/20/2019,17,1354
3/20/2019,18,1115
3/20/2019,19,676
3/20/2019,20,360
3/20/2019,21,286
3/20/2019,22,169
3/20/2019,23,74
3/21/2019,0,37
3/21/2019,1,3
3/21/2019,2,10
3/21/2019,3,3
3/21/2019,4,10
3/21/2019,5,48
3/21/2019,6,140
3/21/2019,7,209
3/21/2019,8,302
3/21/2019,9,120
3/21/2019,10,36
3/21/2019,11,37
3/21/2019,12,87
3/21/2019,13,59
3/21/2019,14,41
3/21/2019,15,84
3/21/2019,16,90
3/21/2019,17,142
3/21/2019,18,130
3/21/2019,19,145
3/21/2019,20,153
3/21/2019,21,89
3/21/2019,22,58
3/21/2019,23,20
3/22/2019,0,18
3/22/2019,1,3
3/22/2019,2,3
3/22/2019,3,5
3/22/2019,4,13
3/22/2019,5,68
3/22/2019,6,178
3/22/2019,7,467
3/22/2019,8,880
3/22/2019,9,478
3/22/2019,10,292
3/22/2019,11,347
3/22/2019,12,380
3/22/2019,13,396
3/22/2019,14,405
3/22/2019,15,390
3/22/2019,16,293
3/22/2019,17,638
3/22/2019,18,602
3/22/2019,19,413
3/22/2019,20,249
3/22/2019,21,169
3/22/2019,22,103
3/22/2019,23,100
3/23/2019,0,69
3/23/2019,1,33
3/23/2019,2,26
3/23/2019,3,16
3/23/2019,4,2
3/23/2019,5,11
3/23/2019,6,23
3/23/2019,7,82
3/23/2019,8,210
3/23/2019,9,315
3/23/2019,10,444
3/23/2019,11,555
3/23/2019,12,650
3/23/2019,13,646
3/23/2019,14,714
3/23/2019,15,804
3/23/2019,16,723
3/23/2019,17,698
3/23/2019,18,547
3/23/2019,19,373
3/23/2019,20,239
3/23/2019,21,204
3/23/2019,22,152
3/23/2019,23,136
3/24/2019,0,90
3/24/2019,1,68
3/24/2019,2,54
3/24/2019,3,28
3/24/2019,4,12
3/24/2019,5,14
3/24/2019,6,37
3/24/2019,7,85
3/24/2019,8,213
3/24/2019,9,360
3/24/2019,10,635
3/24/2019,11,819
3/24/2019,12,988
3/24/2019,13,1085
3/24/2019,14,1118
3/24/2019,15,1261
3/24/2019,16,1066
3/24/2019,17,998
3/24/2019,18,745
3/24/2019,19,508
3/24/2019,20,270
3/24/2019,21,200
3/24/2019,22,152
3/24/2019,23,77
3/25/2019,0,64
3/25/2019,1,18
3/25/2019,2,8
3/25/2019,3,5
3/25/2019,4,19
3/25/2019,5,100
3/25/2019,6,295
3/25/2019,7,637
3/25/2019,8,1145
3/25/2019,9,530
3/25/2019,10,291
3/25/2019,11,300
3/25/2019,12,418
3/25/2019,13,418
3/25/2019,14,397
3/25/2019,15,479
3/25/2019,16,638
3/25/2019,17,1171
3/25/2019,18,800
3/25/2019,19,469
3/25/2019,20,312
3/25/2019,21,223
3/25/2019,22,102
3/25/2019,23,84
3/26/2019,0,27
3/26/2019,1,14
3/26/2019,2,5
3/26/2019,3,4
3/26/2019,4,15
3/26/2019,5,84
3/26/2019,6,256
3/26/2019,7,697
3/26/2019,8,1102
3/26/2019,9,522
3/26/2019,10,232
3/26/2019,11,311
3/26/2019,12,333
3/26/2019,13,357
3/26/2019,14,386
3/26/2019,15,483
3/26/2019,16,737
3/26/2019,17,1332
3/26/2019,18,1027
3/26/2019,19,595
3/26/2019,20,312
3/26/2019,21,239
3/26/2019,22,128
3/26/2019,23,71
3/27/2019,0,32
3/27/2019,1,9
3/27/2019,2,8
3/27/2019,3,3
3/27/2019,4,13
3/27/2019,5,93
3/27/2019,6,246
3/27/2019,7,648
3/27/2019,8,1150
3/27/2019,9,559
3/27/2019,10,285
3/27/2019,11,318
3/27/2019,12,412
3/27/2019,13,398
3/27/2019,14,368
3/27/2019,15,531
3/27/2019,16,834
3/27/2019,17,1325
3/27/2019,18,1056
3/27/2019,19,648
3/27/2019,20,374
3/27/2019,21,256
3/27/2019,22,145
3/27/2019,23,91
3/28/2019,0,29
3/28/2019,1,11
3/28/2019,2,14
3/28/2019,3,1
3/28/2019,4,16
3/28/2019,5,91
3/28/2019,6,237
3/28/2019,7,680
3/28/2019,8,1122
3/28/2019,9,564
3/28/2019,10,316
3/28/2019,11,405
3/28/2019,12,541
3/28/2019,13,464
3/28/2019,14,476
3/28/2019,15,568
3/28/2019,16,1045
3/28/2019,17,1516
3/28/2019,18,1316
3/28/2019,19,793
3/28/2019,20,492
3/28/2019,21,397
3/28/2019,22,255
3/28/2019,23,129
3/29/2019,0,62
3/29/2019,1,32
3/29/2019,2,18
3/29/2019,3,5
3/29/2019,4,8
3/29/2019,5,96
3/29/2019,6,219
3/29/2019,7,670
3/29/2019,8,1167
3/29/2019,9,762
3/29/2019,10,459
3/29/2019,11,523
3/29/2019,12,655
3/29/2019,13,689
3/29/2019,14,684
3/29/2019,15,800
3/29/2019,16,1065
3/29/2019,17,1526
3/29/2019,18,1130
3/29/2019,19,749
3/29/2019,20,468
3/29/2019,21,336
3/29/2019,22,360
3/29/2019,23,229
3/30/2019,0,264
3/30/2019,1,82
3/30/2019,2,64
3/30/2019,3,25
3/30/2019,4,14
3/30/2019,5,32
3/30/2019,6,93
3/30/2019,7,199
3/30/2019,8,417
3/30/2019,9,697
3/30/2019,10,967
3/30/2019,11,1248
3/30/2019,12,1459
3/30/2019,13,1531
3/30/2019,14,1696
3/30/2019,15,1658
3/30/2019,16,1675
3/30/2019,17,1668
3/30/2019,18,1444
3/30/2019,19,1017
3/30/2019,20,491
3/30/2019,21,470
3/30/2019,22,368
3/30/2019,23,332
3/31/2019,0,239
3/31/2019,1,123
3/31/2019,2,89
3/31/2019,3,48
3/31/2019,4,29
3/31/2019,5,26
3/31/2019,6,59
3/31/2019,7,84
3/31/2019,8,137
3/31/2019,9,183
3/31/2019,10,362
3/31/2019,11,520
3/31/2019,12,614
3/31/2019,13,652
3/31/2019,14,736
3/31/2019,15,768
3/31/2019,16,812
3/31/2019,17,753
3/31/2019,18,536
3/31/2019,19,369
3/31/2019,20,183
3/31/2019,21,137
3/31/2019,22,78
3/31/2019,23,35
4/1/2019,0,20
4/1/2019,1,12
4/1/2019,2,4
4/1/2019,3,2
4/1/2019,4,21
4/1/2019,5,82
4/1/2019,6,242
4/1/2019,7,550
4/1/2019,8,936
4/1/2019,9,428
4/1/2019,10,230
4/1/2019,11,242
4/1/2019,12,368
4/1/2019,13,348
4/1/2019,14,401
4/1/2019,15,472
4/1/2019,16,704
4/1/2019,17,1264
4/1/2019,18,1120
4/1/2019,19,614
4/1/2019,20,335
4/1/2019,21,240
4/1/2019,22,151
4/1/2019,23,79
4/2/2019,0,34
4/2/2019,1,9
4/2/2019,2,5
4/2/2019,3,7
4/2/2019,4,17
4/2/2019,5,87
4/2/2019,6,304
4/2/2019,7,694
4/2/2019,8,1179
4/2/2019,9,620
4/2/2019,10,314
4/2/2019,11,339
4/2/2019,12,404
4/2/2019,13,338
4/2/2019,14,339
4/2/2019,15,420
4/2/2019,16,512
4/2/2019,17,851
4/2/2019,18,549
4/2/2019,19,311
4/2/2019,20,172
4/2/2019,21,154
4/2/2019,22,151
4/2/2019,23,85
4/3/2019,0,29
4/3/2019,1,8
4/3/2019,2,2
4/3/2019,3,5
4/3/2019,4,21
4/3/2019,5,85
4/3/2019,6,306
4/3/2019,7,802
4/3/2019,8,1149
4/3/2019,9,578
4/3/2019,10,371
4/3/2019,11,493
4/3/2019,12,646
4/3/2019,13,612
4/3/2019,14,639
4/3/2019,15,739
4/3/2019,16,1034
4/3/2019,17,1817
4/3/2019,18,1568
4/3/2019,19,998
4/3/2019,20,563
4/3/2019,21,382
4/3/2019,22,195
4/3/2019,23,100
4/4/2019,0,29
4/4/2019,1,15
4/4/2019,2,12
4/4/2019,3,5
4/4/2019,4,8
4/4/2019,5,78
4/4/2019,6,304
4/4/2019,7,824
4/4/2019,8,1301
4/4/2019,9,658
4/4/2019,10,366
4/4/2019,11,438
4/4/2019,12,602
4/4/2019,13,568
4/4/2019,14,617
4/4/2019,15,783
4/4/2019,16,995
4/4/2019,17,1698
4/4/2019,18,1525
4/4/2019,19,1007
4/4/2019,20,606
4/4/2019,21,395
4/4/2019,22,262
4/4/2019,23,147
4/5/2019,0,87
4/5/2019,1,32
4/5/2019,2,23
4/5/2019,3,13
4/5/2019,4,16
4/5/2019,5,65
4/5/2019,6,110
4/5/2019,7,273
4/5/2019,8,591
4/5/2019,9,351
4/5/2019,10,186
4/5/2019,11,168
4/5/2019,12,227
4/5/2019,13,283
4/5/2019,14,354
4/5/2019,15,377
4/5/2019,16,498
4/5/2019,17,578
4/5/2019,18,532
4/5/2019,19,394
4/5/2019,20,252
4/5/2019,21,185
4/5/2019,22,160
4/5/2019,23,153
4/6/2019,0,79
4/6/2019,1,71
4/6/2019,2,47
4/6/2019,3,22
4/6/2019,4,15
4/6/2019,5,23
4/6/2019,6,73
4/6/2019,7,167
4/6/2019,8,320
4/6/2019,9,658
4/6/2019,10,951
4/6/2019,11,1231
4/6/2019,12,1441
4/6/2019,13,1569
4/6/2019,14,1710
4/6/2019,15,1762
4/6/2019,16,1763
4/6/2019,17,1745
4/6/2019,18,1476
4/6/2019,19,1142
4/6/2019,20,753
4/6/2019,21,626
4/6/2019,22,389
4/6/2019,23,313
4/7/2019,0,161
4/7/2019,1,123
4/7/2019,2,85
4/7/2019,3,42
4/7/2019,4,25
4/7/2019,5,46
4/7/2019,6,355
4/7/2019,7,283
4/7/2019,8,377
4/7/2019,9,654
4/7/2019,10,915
4/7/2019,11,1103
4/7/2019,12,1300
4/7/2019,13,1534
4/7/2019,14,1606
4/7/2019,15,1493
4/7/2019,16,1304
4/7/2019,17,1154
4/7/2019,18,889
4/7/2019,19,616
4/7/2019,20,320
4/7/2019,21,260
4/7/2019,22,153
4/7/2019,23,99
4/8/2019,0,45
4/8/2019,1,12
4/8/2019,2,12
4/8/2019,3,8
4/8/2019,4,16
4/8/2019,5,109
4/8/2019,6,304
4/8/2019,7,807
4/8/2019,8,1251
4/8/2019,9,625
4/8/2019,10,365
4/8/2019,11,504
4/8/2019,12,608
4/8/2019,13,640
4/8/2019,14,609
4/8/2019,15,697
4/8/2019,16,919
4/8/2019,17,1020
4/8/2019,18,894
4/8/2019,19,590
4/8/2019,20,355
4/8/2019,21,270
4/8/2019,22,177
4/8/2019,23,118
4/9/2019,0,58
4/9/2019,1,8
4/9/2019,2,19
4/9/2019,3,3
4/9/2019,4,19
4/9/2019,5,105
4/9/2019,6,350
4/9/2019,7,889
4/9/2019,8,1375
4/9/2019,9,702
4/9/2019,10,383
4/9/2019,11,426
4/9/2019,12,484
4/9/2019,13,505
4/9/2019,14,489
4/9/2019,15,630
4/9/2019,16,1000
4/9/2019,17,1621
4/9/2019,18,1461
4/9/2019,19,963
4/9/2019,20,604
4/9/2019,21,458
4/9/2019,22,349
4/9/2019,23,124
4/10/2019,0,60
4/10/2019,1,34
4/10/2019,2,5
4/10/2019,3,3
4/10/2019,4,13
4/10/2019,5,108
4/10/2019,6,370
4/10/2019,7,953
4/10/2019,8,1439
4/10/2019,9,716
4/10/2019,10,393
4/10/2019,11,460
4/10/2019,12,529
4/10/2019,13,537
4/10/2019,14,496
4/10/2019,15,605
4/10/2019,16,889
4/10/2019,17,1573
4/10/2019,18,1392
4/10/2019,19,914
4/10/2019,20,543
4/10/2019,21,371
4/10/2019,22,218
4/10/2019,23,100
4/11/2019,0,51
4/11/2019,1,11
4/11/2019,2,7
4/11/2019,3,4
4/11/2019,4,14
4/11/2019,5,103
4/11/2019,6,310
4/11/2019,7,811
4/11/2019,8,1315
4/11/2019,9,691
4/11/2019,10,428
4/11/2019,11,440
4/11/2019,12,498
4/11/2019,13,534
4/11/2019,14,467
4/11/2019,15,627
4/11/2019,16,851
4/11/2019,17,1472
4/11/2019,18,1312
4/11/2019,19,730
4/11/2019,20,475
4/11/2019,21,343
4/11/2019,22,235
4/11/2019,23,123
4/12/2019,0,55
4/12/2019,1,17
4/12/2019,2,18
4/12/2019,3,7
4/12/2019,4,14
4/12/2019,5,100
4/12/2019,6,277
4/12/2019,7,677
4/12/2019,8,1291
4/12/2019,9,729
4/12/2019,10,505
4/12/2019,11,537
4/12/2019,12,588
4/12/2019,13,230
4/12/2019,14,310
4/12/2019,15,537
4/12/2019,16,679
4/12/2019,17,961
4/12/2019,18,789
4/12/2019,19,465
4/12/2019,20,257
4/12/2019,21,180
4/12/2019,22,213
4/12/2019,23,192
4/13/2019,0,130
4/13/2019,1,77
4/13/2019,2,58
4/13/2019,3,30
4/13/2019,4,2
4/13/2019,5,16
4/13/2019,6,36
4/13/2019,7,123
4/13/2019,8,303
4/13/2019,9,474
4/13/2019,10,775
4/13/2019,11,1109
4/13/2019,12,1255
4/13/2019,13,1325
4/13/2019,14,1493
4/13/2019,15,1500
4/13/2019,16,1229
4/13/2019,17,1183
4/13/2019,18,1106
4/13/2019,19,801
4/13/2019,20,524
4/13/2019,21,424
4/13/2019,22,348
4/13/2019,23,297
4/14/2019,0,221
4/14/2019,1,157
4/14/2019,2,106
4/14/2019,3,55
4/14/2019,4,20
4/14/2019,5,22
4/14/2019,6,41
4/14/2019,7,102
4/14/2019,8,266
4/14/2019,9,442
4/14/2019,10,604
4/14/2019,11,782
4/14/2019,12,806
4/14/2019,13,837
4/14/2019,14,873
4/14/2019,15,911
4/14/2019,16,880
4/14/2019,17,870
4/14/2019,18,683
4/14/2019,19,444
4/14/2019,20,342
4/14/2019,21,140
4/14/2019,22,221
4/14/2019,23,88
4/15/2019,0,30
4/15/2019,1,6
4/15/2019,2,3
4/15/2019,3,6
4/15/2019,4,17
4/15/2019,5,73
4/15/2019,6,242
4/15/2019,7,512
4/15/2019,8,760
4/15/2019,9,557
4/15/2019,10,345
4/15/2019,11,375
4/15/2019,12,444
4/15/2019,13,420
4/15/2019,14,357
4/15/2019,15,447
4/15/2019,16,631
4/15/2019,17,1077
4/15/2019,18,822
4/15/2019,19,468
4/15/2019,20,320
4/15/2019,21,191
4/15/2019,22,108
4/15/2019,23,60
4/16/2019,0,30
4/16/2019,1,17
4/16/2019,2,6
4/16/2019,3,4
4/16/2019,4,22
4/16/2019,5,92
4/16/2019,6,275
4/16/2019,7,682
4/16/2019,8,1081
4/16/2019,9,590
4/16/2019,10,369
4/16/2019,11,465
4/16/2019,12,500
4/16/2019,13,533
4/16/2019,14,548
4/16/2019,15,669
4/16/2019,16,881
4/16/2019,17,1599
4/16/2019,18,1358
4/16/2019,19,858
4/16/2019,20,546
4/16/2019,21,389
4/16/2019,22,263
4/16/2019,23,121
4/17/2019,0,49
4/17/2019,1,14
4/17/2019,2,4
4/17/2019,3,8
4/17/2019,4,12
4/17/2019,5,105
4/17/2019,6,341
4/17/2019,7,782
4/17/2019,8,1300
4/17/2019,9,686
4/17/2019,10,436
4/17/2019,11,505
4/17/2019,12,560
4/17/2019,13,628
4/17/2019,14,604
4/17/2019,15,638
4/17/2019,16,880
4/17/2019,17,1594
4/17/2019,18,1324
4/17/2019,19,823
4/17/2019,20,511
4/17/2019,21,325
4/17/2019,22,221
4/17/2019,23,97
4/18/2019,0,38
4/18/2019,1,20
4/18/2019,2,22
4/18/2019,3,4
4/18/2019,4,14
4/18/2019,5,88
4/18/2019,6,286
4/18/2019,7,718
4/18/2019,8,1207
4/18/2019,9,676
4/18/2019,10,426
4/18/2019,11,506
4/18/2019,12,623
4/18/2019,13,659
4/18/2019,14,586
4/18/2019,15,759
4/18/2019,16,1041
4/18/2019,17,1560
4/18/2019,18,1362
4/18/2019,19,867
4/18/2019,20,616
4/18/2019,21,414
4/18/2019,22,291
4/18/2019,23,169
4/19/2019,0,95
4/19/2019,1,52
4/19/2019,2,25
4/19/2019,3,6
4/19/2019,4,10
4/19/2019,5,78
4/19/2019,6,234
4/19/2019,7,588
4/19/2019,8,1091
4/19/2019,9,788
4/19/2019,10,492
4/19/2019,11,623
4/19/2019,12,659
4/19/2019,13,464
4/19/2019,14,159
4/19/2019,15,238
4/19/2019,16,540
4/19/2019,17,865
4/19/2019,18,560
4/19/2019,19,321
4/19/2019,20,164
4/19/2019,21,91
4/19/2019,22,95
4/19/2019,23,134
4/20/2019,0,111
4/20/2019,1,62
4/20/2019,2,63
4/20/2019,3,18
4/20/2019,4,7
4/20/2019,5,13
4/20/2019,6,39
4/20/2019,7,134
4/20/2019,8,324
4/20/2019,9,573
4/20/2019,10,815
4/20/2019,11,1116
4/20/2019,12,1219
4/20/2019,13,1350
4/20/2019,14,1288
4/20/2019,15,1398
4/20/2019,16,1322
4/20/2019,17,1199
4/20/2019,18,1008
4/20/2019,19,792
4/20/2019,20,513
4/20/2019,21,363
4/20/2019,22,331
4/20/2019,23,256
4/21/2019,0,185
4/21/2019,1,117
4/21/2019,2,96
4/21/2019,3,60
4/21/2019,4,26
4/21/2019,5,48
4/21/2019,6,73
4/21/2019,7,126
4/21/2019,8,228
4/21/2019,9,463
4/21/2019,10,687
4/21/2019,11,753
4/21/2019,12,963
4/21/2019,13,979
4/21/2019,14,995
4/21/2019,15,1046
4/21/2019,16,1015
4/21/2019,17,888
4/21/2019,18,772
4/21/2019,19,556
4/21/2019,20,399
4/21/2019,21,203
4/21/2019,22,231
4/21/2019,23,87
4/22/2019,0,43
4/22/2019,1,29
4/22/2019,2,7
4/22/2019,3,5
4/22/2019,4,14
4/22/2019,5,87
4/22/2019,6,296
4/22/2019,7,708
4/22/2019,8,1116
4/22/2019,9,608
4/22/2019,10,427
4/22/2019,11,447
4/22/2019,12,554
4/22/2019,13,551
4/22/2019,14,516
4/22/2019,15,671
4/22/2019,16,957
4/22/2019,17,1690
4/22/2019,18,1375
4/22/2019,19,901
4/22/2019,20,543
4/22/2019,21,341
4/22/2019,22,221
4/22/2019,23,102
4/23/2019,0,36
4/23/2019,1,7
4/23/2019,2,5
4/23/2019,3,6
4/23/2019,4,17
4/23/2019,5,108
4/23/2019,6,377
4/23/2019,7,946
4/23/2019,8,1407
4/23/2019,9,671
4/23/2019,10,381
4/23/2019,11,439
4/23/2019,12,577
4/23/2019,13,553
4/23/2019,14,519
4/23/2019,15,676
4/23/2019,16,958
4/23/2019,17,1730
4/23/2019,18,1395
4/23/2019,19,984
4/23/2019,20,626
4/23/2019,21,423
4/23/2019,22,280
4/23/2019,23,122
4/24/2019,0,56
4/24/2019,1,19
4/24/2019,2,9
4/24/2019,3,8
4/24/2019,4,21
4/24/2019,5,109
4/24/2019,6,375
4/24/2019,7,947
4/24/2019,8,1458
4/24/2019,9,693
4/24/2019,10,401
4/24/2019,11,481
4/24/2019,12,517
4/24/2019,13,569
4/24/2019,14,556
4/24/2019,15,671
4/24/2019,16,939
4/24/2019,17,1704
4/24/2019,18,1416
4/24/2019,19,891
4/24/2019,20,620
4/24/2019,21,348
4/24/2019,22,228
4/24/2019,23,198
4/25/2019,0,87
4/25/2019,1,19
4/25/2019,2,15
4/25/2019,3,8
4/25/2019,4,19
4/25/2019,5,114
4/25/2019,6,328
4/25/2019,7,779
4/25/2019,8,1355
4/25/2019,9,666
4/25/2019,10,394
4/25/2019,11,407
4/25/2019,12,514
4/25/2019,13,548
4/25/2019,14,438
4/25/2019,15,625
4/25/2019,16,990
4/25/2019,17,1525
4/25/2019,18,1315
4/25/2019,19,838
4/25/2019,20,553
4/25/2019,21,435
4/25/2019,22,237
4/25/2019,23,130
4/26/2019,0,39
4/26/2019,1,23
4/26/2019,2,10
4/26/2019,3,12
4/26/2019,4,18
4/26/2019,5,95
4/26/2019,6,276
4/26/2019,7,630
4/26/2019,8,1227
4/26/2019,9,638
4/26/2019,10,330
4/26/2019,11,471
4/26/2019,12,583
4/26/2019,13,621
4/26/2019,14,277
4/26/2019,15,218
4/26/2019,16,519
4/26/2019,17,764
4/26/2019,18,649
4/26/2019,19,519
4/26/2019,20,263
4/26/2019,21,256
4/26/2019,22,209
4/26/2019,23,161
4/27/2019,0,104
4/27/2019,1,64
4/27/2019,2,53
4/27/2019,3,34
4/27/2019,4,10
4/27/2019,5,24
4/27/2019,6,56
4/27/2019,7,167
4/27/2019,8,335
4/27/2019,9,514
4/27/2019,10,712
4/27/2019,11,846
4/27/2019,12,958
4/27/2019,13,1080
4/27/2019,14,1085
4/27/2019,15,1107
4/27/2019,16,947
4/27/2019,17,961
4/27/2019,18,939
4/27/2019,19,716
4/27/2019,20,472
4/27/2019,21,341
4/27/2019,22,318
4/27/2019,23,209
4/28/2019,0,60
4/28/2019,1,65
4/28/2019,2,44
4/28/2019,3,29
4/28/2019,4,16
4/28/2019,5,39
4/28/2019,6,67
4/28/2019,7,114
4/28/2019,8,208
4/28/2019,9,404
4/28/2019,10,574
4/28/2019,11,779
4/28/2019,12,878
4/28/2019,13,1013
4/28/2019,14,970
4/28/2019,15,915
4/28/2019,16,855
4/28/2019,17,831
4/28/2019,18,692
4/28/2019,19,522
4/28/2019,20,331
4/28/2019,21,184
4/28/2019,22,183
4/28/2019,23,103
4/29/2019,0,28
4/29/2019,1,16
4/29/2019,2,15
4/29/2019,3,13
4/29/2019,4,19
4/29/2019,5,87
4/29/2019,6,291
4/29/2019,7,648
4/29/2019,8,1112
4/29/2019,9,545
4/29/2019,10,326
4/29/2019,11,397
4/29/2019,12,476
4/29/2019,13,431
4/29/2019,14,411
4/29/2019,15,528
4/29/2019,16,798
4/29/2019,17,1386
4/29/2019,18,1085
4/29/2019,19,643
4/29/2019,20,374
4/29/2019,21,263
4/29/2019,22,196
4/29/2019,23,84
4/30/2019,0,47
4/30/2019,1,27
4/30/2019,2,9
4/30/2019,3,7
4/30/2019,4,15
4/30/2019,5,113
4/30/2019,6,376
4/30/2019,7,871
4/30/2019,8,1347
4/30/2019,9,606
4/30/2019,10,313
4/30/2019,11,367
4/30/2019,12,481
4/30/2019,13,454
4/30/2019,14,423
4/30/2019,15,570
4/30/2019,16,843
4/30/2019,17,1618
4/30/2019,18,1308
4/30/2019,19,760
4/30/2019,20,496
4/30/2019,21,330
4/30/2019,22,306
4/30/2019,23,114
5/1/2019,0,57
5/1/2019,1,42
5/1/2019,2,21
5/1/2019,3,10
5/1/2019,4,19
5/1/2019,5,103
5/1/2019,6,347
5/1/2019,7,856
5/1/2019,8,1330
5/1/2019,9,715
5/1/2019,10,361
5/1/2019,11,450
5/1/2019,12,498
5/1/2019,13,494
5/1/2019,14,474
5/1/2019,15,561
5/1/2019,16,799
5/1/2019,17,1493
5/1/2019,18,1204
5/1/2019,19,820
5/1/2019,20,529
5/1/2019,21,397
5/1/2019,22,253
5/1/2019,23,108
5/2/2019,0,59
5/2/2019,1,19
5/2/2019,2,10
5/2/2019,3,5
5/2/2019,4,14
5/2/2019,5,108
5/2/2019,6,380
5/2/2019,7,824
5/2/2019,8,1369
5/2/2019,9,764
5/2/2019,10,404
5/2/2019,11,439
5/2/2019,12,496
5/2/2019,13,450
5/2/2019,14,465
5/2/2019,15,598
5/2/2019,16,181
5/2/2019,17,921
5/2/2019,18,668
5/2/2019,19,572
5/2/2019,20,475
5/2/2019,21,307
5/2/2019,22,269
5/2/2019,23,97
5/3/2019,0,52
5/3/2019,1,33
5/3/2019,2,15
5/3/2019,3,11
5/3/2019,4,20
5/3/2019,5,79
5/3/2019,6,277
5/3/2019,7,676
5/3/2019,8,1267
5/3/2019,9,768
5/3/2019,10,433
5/3/2019,11,499
5/3/2019,12,645
5/3/2019,13,651
5/3/2019,14,560
5/3/2019,15,719
5/3/2019,16,1007
5/3/2019,17,1332
5/3/2019,18,1179
5/3/2019,19,848
5/3/2019,20,534
5/3/2019,21,403
5/3/2019,22,247
5/3/2019,23,209
5/4/2019,0,142
5/4/2019,1,110
5/4/2019,2,72
5/4/2019,3,45
5/4/2019,4,14
5/4/2019,5,17
5/4/2019,6,66
5/4/2019,7,155
5/4/2019,8,337
5/4/2019,9,614
5/4/2019,10,766
5/4/2019,11,865
5/4/2019,12,993
5/4/2019,13,958
5/4/2019,14,993
5/4/2019,15,947
5/4/2019,16,861
5/4/2019,17,918
5/4/2019,18,754
5/4/2019,19,508
5/4/2019,20,350
5/4/2019,21,216
5/4/2019,22,258
5/4/2019,23,75
5/5/2019,0,45
5/5/2019,1,38
5/5/2019,2,28
5/5/2019,3,16
5/5/2019,4,10
5/5/2019,5,13
5/5/2019,6,45
5/5/2019,7,59
5/5/2019,8,88
5/5/2019,9,144
5/5/2019,10,105
5/5/2019,11,258
5/5/2019,12,299
5/5/2019,13,177
5/5/2019,14,132
5/5/2019,15,138
5/5/2019,16,123
5/5/2019,17,92
5/5/2019,18,116
5/5/2019,19,198
5/5/2019,20,226
5/5/2019,21,129
5/5/2019,22,119
5/5/2019,23,91
5/6/2019,0,35
5/6/2019,1,16
5/6/2019,2,10
5/6/2019,3,11
5/6/2019,4,13
5/6/2019,5,92
5/6/2019,6,328
5/6/2019,7,780
5/6/2019,8,1260
5/6/2019,9,610
5/6/2019,10,323
5/6/2019,11,387
5/6/2019,12,465
5/6/2019,13,483
5/6/2019,14,461
5/6/2019,15,638
5/6/2019,16,846
5/6/2019,17,1558
5/6/2019,18,1335
5/6/2019,19,820
5/6/2019,20,552
5/6/2019,21,375
5/6/2019,22,214
5/6/2019,23,90
5/7/2019,0,64
5/7/2019,1,27
5/7/2019,2,19
5/7/2019,3,9
5/7/2019,4,21
5/7/2019,5,121
5/7/2019,6,391
5/7/2019,7,896
5/7/2019,8,1301
5/7/2019,9,631
5/7/2019,10,311
5/7/2019,11,401
5/7/2019,12,488
5/7/2019,13,469
5/7/2019,14,469
5/7/2019,15,550
5/7/2019,16,934
5/7/2019,17,1641
5/7/2019,18,1302
5/7/2019,19,887
5/7/2019,20,572
5/7/2019,21,416
5/7/2019,22,220
5/7/2019,23,142
5/8/2019,0,48
5/8/2019,1,33
5/8/2019,2,11
5/8/2019,3,6
5/8/2019,4,22
5/8/2019,5,113
5/8/2019,6,407
5/8/2019,7,962
5/8/2019,8,1382
5/8/2019,9,602
5/8/2019,10,347
5/8/2019,11,408
5/8/2019,12,475
5/8/2019,13,453
