Date,Hour,Demand
12/20/2017,10,280
12/20/2017,11,326
12/20/2017,12,397
12/20/2017,13,356
12/20/2017,14,356
12/20/2017,15,445
12/20/2017,16,628
12/20/2017,17,954
12/20/2017,18,711
12/20/2017,19,428
12/20/2017,20,252
12/20/2017,21,184
12/20/2017,22,171
12/20/2017,23,91
12/21/2017,0,42
12/21/2017,1,20
12/21/2017,2,8
12/21/2017,3,5
12/21/2017,4,11
12/21/2017,5,66
12/21/2017,6,208
12/21/2017,7,502
12/21/2017,8,863
12/21/2017,9,447
12/21/2017,10,250
12/21/2017,11,305
12/21/2017,12,406
12/21/2017,13,328
12/21/2017,14,349
12/21/2017,15,436
12/21/2017,16,565
12/21/2017,17,802
12/21/2017,18,549
12/21/2017,19,325
12/21/2017,20,179
12/21/2017,21,160
12/21/2017,22,114
12/21/2017,23,64
12/22/2017,0,45
12/22/2017,1,16
12/22/2017,2,9
12/22/2017,3,9
12/22/2017,4,9
12/22/2017,5,49
12/22/2017,6,164
12/22/2017,7,314
12/22/2017,8,544
12/22/2017,9,375
12/22/2017,10,262
12/22/2017,11,355
12/22/2017,12,400
12/22/2017,13,485
12/22/2017,14,521
12/22/2017,15,613
12/22/2017,16,508
12/22/2017,17,454
12/22/2017,18,346
12/22/2017,19,169
12/22/2017,20,158
12/22/2017,21,131
12/22/2017,22,130
12/22/2017,23,93
12/23/2017,0,40
12/23/2017,1,34
12/23/2017,2,21
12/23/2017,3,13
12/23/2017,4,6
12/23/2017,5,7
12/23/2017,6,25
12/23/2017,7,60
12/23/2017,8,91
12/23/2017,9,200
12/23/2017,10,228
12/23/2017,11,266
12/23/2017,12,265
12/23/2017,13,254
12/23/2017,14,220
12/23/2017,15,135
12/23/2017,16,178
12/23/2017,17,94
12/23/2017,18,37
12/23/2017,19,62
12/23/2017,20,53
12/23/2017,21,55
12/23/2017,22,60
12/23/2017,23,60
12/24/2017,0,29
12/24/2017,1,24
12/24/2017,2,21
12/24/2017,3,12
12/24/2017,4,13
12/24/2017,5,4
12/24/2017,6,16
12/24/2017,7,24
12/24/2017,8,83
12/24/2017,9,122
12/24/2017,10,182
12/24/2017,11,205
12/24/2017,12,206
12/24/2017,13,190
12/24/2017,14,177
12/24/2017,15,177
12/24/2017,16,158
12/24/2017,17,99
12/24/2017,18,77
12/24/2017,19,65
12/24/2017,20,50
12/24/2017,21,38
12/24/2017,22,30
12/24/2017,23,39
12/25/2017,0,18
12/25/2017,1,8
12/25/2017,2,4
12/25/2017,3,8
12/25/2017,4,4
12/25/2017,5,6
12/25/2017,6,8
12/25/2017,7,17
12/25/2017,8,25
12/25/2017,9,55
12/25/2017,10,39
12/25/2017,11,90
12/25/2017,12,89
12/25/2017,13,117
12/25/2017,14,130
12/25/2017,15,125
12/25/2017,16,89
12/25/2017,17,68
12/25/2017,18,26
12/25/2017,19,40
12/25/2017,20,19
12/25/2017,21,29
12/25/2017,22,12
12/25/2017,23,15
12/26/2017,0,12
12/26/2017,1,3
12/26/2017,2,5
12/26/2017,3,4
12/26/2017,4,6
12/26/2017,5,15
12/26/2017,6,60
12/26/2017,7,128
12/26/2017,8,198
12/26/2017,9,167
12/26/2017,10,144
12/26/2017,11,143
12/26/2017,12,180
12/26/2017,13,194
12/26/2017,14,207
12/26/2017,15,216
12/26/2017,16,308
12/26/2017,17,262
12/26/2017,18,193
12/26/2017,19,116
12/26/2017,20,80
12/26/2017,21,73
12/26/2017,22,40
12/26/2017,23,35
12/27/2017,0,15
12/27/2017,1,3
12/27/2017,3,8
12/27/2017,4,7
12/27/2017,5,25
12/27/2017,6,105
12/27/2017,7,206
12/27/2017,8,337
12/27/2017,9,242
12/27/2017,10,168
12/27/2017,11,184
12/27/2017,12,207
12/27/2017,13,181
12/27/2017,14,196
12/27/2017,15,249
12/27/2017,16,285
12/27/2017,17,324
12/27/2017,18,222
12/27/2017,19,141
12/27/2017,20,76
12/27/2017,21,66
12/27/2017,22,45
12/27/2017,23,29
12/28/2017,0,13
12/28/2017,1,6
12/28/2017,2,5
12/28/2017,3,6
12/28/2017,4,10
12/28/2017,5,25
12/28/2017,6,81
12/28/2017,7,168
12/28/2017,8,307
12/28/2017,9,205
12/28/2017,10,125
12/28/2017,11,140
12/28/2017,12,173
12/28/2017,13,155
12/28/2017,14,135
12/28/2017,15,211
12/28/2017,16,268
12/28/2017,17,291
12/28/2017,18,218
12/28/2017,19,118
12/28/2017,20,80
12/28/2017,21,45
12/28/2017,22,49
12/28/2017,23,32
12/29/2017,0,21
12/29/2017,1,6
12/29/2017,2,7
12/29/2017,3,3
12/29/2017,4,6
12/29/2017,5,28
12/29/2017,6,76
12/29/2017,7,134
12/29/2017,8,231
12/29/2017,9,204
12/29/2017,10,134
12/29/2017,11,168
12/29/2017,12,238
12/29/2017,13,240
12/29/2017,14,220
12/29/2017,15,252
12/29/2017,16,321
12/29/2017,17,249
12/29/2017,18,166
12/29/2017,19,133
12/29/2017,20,63
12/29/2017,21,71
12/29/2017,22,63
12/29/2017,23,54
12/30/2017,0,38
12/30/2017,1,20
12/30/2017,2,10
12/30/2017,3,8
12/30/2017,4,4
12/30/2017,5,3
12/30/2017,6,14
12/30/2017,7,18
12/30/2017,8,58
12/30/2017,9,79
12/30/2017,10,107
12/30/2017,11,154
12/30/2017,12,168
12/30/2017,13,168
12/30/2017,14,179
12/30/2017,15,191
12/30/2017,16,184
12/30/2017,17,121
12/30/2017,18,100
12/30/2017,19,90
12/30/2017,20,54
12/30/2017,21,54
12/30/2017,22,31
12/30/2017,23,23
12/31/2017,0,15
12/31/2017,1,11
12/31/2017,2,12
12/31/2017,3,6
12/31/2017,4,7
12/31/2017,5,2
12/31/2017,6,5
12/31/2017,7,22
12/31/2017,8,42
12/31/2017,9,91
12/31/2017,10,98
12/31/2017,11,96
12/31/2017,12,146
12/31/2017,13,149
12/31/2017,14,142
12/31/2017,15,129
12/31/2017,16,124
12/31/2017,17,99
12/31/2017,18,67
12/31/2017,19,59
12/31/2017,20,30
12/31/2017,21,46
12/31/2017,22,25
12/31/2017,23,14
1/1/2018,0,34
1/1/2018,1,49
1/1/2018,2,37
1/1/2018,3,9
1/1/2018,4,12
1/1/2018,5,8
1/1/2018,6,9
1/1/2018,7,11
1/1/2018,8,19
1/1/2018,9,31
1/1/2018,10,61
1/1/2018,11,97
1/1/2018,12,104
1/1/2018,13,116
1/1/2018,14,113
1/1/2018,15,124
1/1/2018,16,88
1/1/2018,17,87
1/1/2018,18,51
1/1/2018,19,56
1/1/2018,20,41
1/1/2018,21,27
1/1/2018,22,20
1/1/2018,23,9
1/2/2018,0,3
1/2/2018,1,6
1/2/2018,2,4
1/2/2018,3,4
1/2/2018,4,10
1/2/2018,5,43
1/2/2018,6,135
1/2/2018,7,284
1/2/2018,8,501
1/2/2018,9,257
1/2/2018,10,108
1/2/2018,11,124
1/2/2018,12,158
1/2/2018,13,157
1/2/2018,14,140
1/2/2018,15,209
1/2/2018,16,344
1/2/2018,17,493
1/2/2018,18,371
1/2/2018,19,212
1/2/2018,20,100
1/2/2018,21,70
1/2/2018,22,43
1/2/2018,23,16
1/3/2018,0,9
1/3/2018,1,2
1/3/2018,2,3
1/3/2018,3,5
1/3/2018,4,12
1/3/2018,5,47
1/3/2018,6,145
1/3/2018,7,342
1/3/2018,8,626
1/3/2018,9,322
1/3/2018,10,152
1/3/2018,11,144
1/3/2018,12,189
1/3/2018,13,177
1/3/2018,14,162
1/3/2018,15,261
1/3/2018,16,368
1/3/2018,17,669
1/3/2018,18,521
1/3/2018,19,256
1/3/2018,20,142
1/3/2018,21,100
1/3/2018,22,67
1/3/2018,23,27
1/4/2018,0,9
1/4/2018,1,6
1/4/2018,3,3
1/4/2018,4,7
1/4/2018,5,22
1/4/2018,6,46
1/4/2018,7,87
1/4/2018,8,206
1/4/2018,9,185
1/4/2018,10,158
1/4/2018,11,107
1/4/2018,12,91
1/4/2018,13,88
1/4/2018,14,95
1/4/2018,15,109
1/4/2018,16,187
1/4/2018,17,345
1/4/2018,18,280
1/4/2018,19,161
1/4/2018,20,68
1/4/2018,21,55
1/4/2018,22,31
1/4/2018,23,22
1/5/2018,0,9
1/5/2018,1,3
1/5/2018,4,4
1/5/2018,5,33
1/5/2018,6,68
1/5/2018,7,172
1/5/2018,8,387
1/5/2018,9,185
1/5/2018,10,102
1/5/2018,11,94
1/5/2018,12,134
1/5/2018,13,111
1/5/2018,14,107
1/5/2018,15,149
1/5/2018,16,235
1/5/2018,17,365
1/5/2018,18,248
1/5/2018,19,128
1/5/2018,20,65
1/5/2018,21,49
1/5/2018,22,38
1/5/2018,23,23
1/6/2018,0,16
1/6/2018,1,12
1/6/2018,2,5
1/6/2018,3,6
1/6/2018,4,3
1/6/2018,5,5
1/6/2018,6,5
1/6/2018,7,21
1/6/2018,8,55
1/6/2018,9,88
1/6/2018,10,125
1/6/2018,11,132
1/6/2018,12,143
1/6/2018,13,127
1/6/2018,14,121
1/6/2018,15,143
1/6/2018,16,114
1/6/2018,17,73
1/6/2018,18,96
1/6/2018,19,54
1/6/2018,20,53
1/6/2018,21,37
1/6/2018,22,36
1/6/2018,23,19
1/7/2018,0,24
1/7/2018,1,12
1/7/2018,2,13
1/7/2018,3,8
1/7/2018,4,6
1/7/2018,5,6
1/7/2018,6,5
1/7/2018,7,27
1/7/2018,8,50
1/7/2018,9,77
1/7/2018,10,125
1/7/2018,11,120
1/7/2018,12,175
1/7/2018,13,169
1/7/2018,14,161
1/7/2018,15,167
1/7/2018,16,154
1/7/2018,17,140
1/7/2018,18,98
1/7/2018,19,71
1/7/2018,20,62
1/7/2018,21,37
1/7/2018,22,29
1/7/2018,23,17
1/8/2018,0,7
1/8/2018,1,3
1/8/2018,2,5
1/8/2018,3,5
1/8/2018,4,9
1/8/2018,5,54
1/8/2018,6,169
1/8/2018,7,413
1/8/2018,8,717
1/8/2018,9,306
1/8/2018,10,154
1/8/2018,11,152
1/8/2018,12,236
1/8/2018,13,188
1/8/2018,14,201
1/8/2018,15,206
1/8/2018,16,304
1/8/2018,17,401
1/8/2018,18,221
1/8/2018,19,131
1/8/2018,20,68
1/8/2018,21,62
1/8/2018,22,44
1/8/2018,23,24
1/9/2018,0,24
1/9/2018,1,5
1/9/2018,2,9
1/9/2018,3,4
1/9/2018,4,6
1/9/2018,5,50
1/9/2018,6,155
1/9/2018,7,352
1/9/2018,8,716
1/9/2018,9,351
1/9/2018,10,163
1/9/2018,11,165
1/9/2018,12,217
1/9/2018,13,247
1/9/2018,14,199
1/9/2018,15,328
1/9/2018,16,531
1/9/2018,17,907
1/9/2018,18,729
1/9/2018,19,400
1/9/2018,20,268
1/9/2018,21,153
1/9/2018,22,103
1/9/2018,23,42
1/10/2018,0,13
1/10/2018,1,8
1/10/2018,2,8
1/10/2018,3,4
1/10/2018,4,10
1/10/2018,5,71
1/10/2018,6,229
1/10/2018,7,609
1/10/2018,8,978
1/10/2018,9,401
1/10/2018,10,186
1/10/2018,11,201
1/10/2018,12,261
1/10/2018,13,233
1/10/2018,14,230
1/10/2018,15,338
1/10/2018,16,550
1/10/2018,17,926
1/10/2018,18,753
1/10/2018,19,390
1/10/2018,20,273
1/10/2018,21,227
1/10/2018,22,140
1/10/2018,23,62
1/11/2018,0,21
1/11/2018,1,5
1/11/2018,2,6
1/11/2018,3,3
1/11/2018,4,16
1/11/2018,5,75
1/11/2018,6,265
1/11/2018,7,656
1/11/2018,8,1122
1/11/2018,9,433
1/11/2018,10,225
1/11/2018,11,239
1/11/2018,12,324
1/11/2018,13,330
1/11/2018,14,304
1/11/2018,15,413
1/11/2018,16,625
1/11/2018,17,1083
1/11/2018,18,868
1/11/2018,19,451
1/11/2018,20,306
1/11/2018,21,202
1/11/2018,22,159
1/11/2018,23,79
1/12/2018,0,34
1/12/2018,1,26
1/12/2018,2,15
1/12/2018,3,5
1/12/2018,4,9
1/12/2018,5,43
1/12/2018,6,108
1/12/2018,7,351
1/12/2018,8,761
1/12/2018,9,278
1/12/2018,10,125
1/12/2018,11,186
1/12/2018,12,268
1/12/2018,13,323
1/12/2018,14,347
1/12/2018,15,459
1/12/2018,16,591
1/12/2018,17,610
1/12/2018,18,525
1/12/2018,19,348
1/12/2018,20,128
1/12/2018,21,126
1/12/2018,22,131
1/12/2018,23,53
1/13/2018,0,39
1/13/2018,1,25
1/13/2018,2,30
1/13/2018,3,12
1/13/2018,4,6
1/13/2018,5,7
1/13/2018,6,22
1/13/2018,7,59
1/13/2018,8,139
1/13/2018,9,215
1/13/2018,10,233
1/13/2018,11,324
1/13/2018,12,304
1/13/2018,13,333
1/13/2018,14,368
1/13/2018,15,299
1/13/2018,16,268
1/13/2018,17,204
1/13/2018,18,138
1/13/2018,19,106
1/13/2018,20,97
1/13/2018,21,67
1/13/2018,22,42
1/13/2018,23,41
1/14/2018,0,33
1/14/2018,1,27
1/14/2018,2,8
1/14/2018,3,8
1/14/2018,4,5
1/14/2018,5,3
1/14/2018,6,12
1/14/2018,7,32
1/14/2018,8,51
1/14/2018,9,96
1/14/2018,10,166
1/14/2018,11,229
1/14/2018,12,237
1/14/2018,13,224
1/14/2018,14,209
1/14/2018,15,251
1/14/2018,16,198
1/14/2018,17,157
1/14/2018,18,134
1/14/2018,19,75
1/14/2018,20,60
1/14/2018,21,57
1/14/2018,22,43
1/14/2018,23,25
1/15/2018,0,20
1/15/2018,1,17
1/15/2018,2,8
1/15/2018,3,4
1/15/2018,4,13
1/15/2018,5,17
1/15/2018,6,27
1/15/2018,7,75
1/15/2018,8,159
1/15/2018,9,169
1/15/2018,10,195
1/15/2018,11,241
1/15/2018,12,244
1/15/2018,13,261
1/15/2018,14,253
1/15/2018,15,278
1/15/2018,16,292
1/15/2018,17,339
1/15/2018,18,256
1/15/2018,19,170
1/15/2018,20,105
1/15/2018,21,93
1/15/2018,22,55
1/15/2018,23,32
1/16/2018,0,8
1/16/2018,1,7
1/16/2018,2,6
1/16/2018,3,2
1/16/2018,4,13
1/16/2018,5,72
1/16/2018,6,216
1/16/2018,7,527
1/16/2018,8,999
1/16/2018,9,476
1/16/2018,10,181
1/16/2018,11,225
1/16/2018,12,245
1/16/2018,13,205
1/16/2018,14,209
1/16/2018,15,331
1/16/2018,16,486
1/16/2018,17,910
1/16/2018,18,737
1/16/2018,19,400
1/16/2018,20,253
1/16/2018,21,165
1/16/2018,22,101
1/16/2018,23,62
1/17/2018,0,9
1/17/2018,1,11
1/17/2018,2,4
1/17/2018,3,5
1/17/2018,4,6
1/17/2018,5,51
1/17/2018,6,96
1/17/2018,7,266
1/17/2018,8,491
1/17/2018,9,263
1/17/2018,10,125
1/17/2018,11,126
1/17/2018,12,158
1/17/2018,13,138
1/17/2018,14,122
1/17/2018,15,176
1/17/2018,16,346
1/17/2018,17,612
1/17/2018,18,502
1/17/2018,19,257
1/17/2018,20,166
1/17/2018,21,101
1/17/2018,22,50
1/17/2018,23,27
1/18/2018,0,12
1/18/2018,1,2
1/18/2018,2,3
1/18/2018,3,1
1/18/2018,4,7
1/18/2018,5,56
1/18/2018,6,171
1/18/2018,7,419
1/18/2018,8,746
1/18/2018,9,426
1/18/2018,10,170
1/18/2018,11,187
1/18/2018,12,269
1/18/2018,13,244
1/18/2018,14,205
1/18/2018,15,296
1/18/2018,16,482
1/18/2018,17,836
1/18/2018,18,647
1/18/2018,19,416
1/18/2018,20,285
1/18/2018,21,164
1/18/2018,22,106
1/18/2018,23,47
1/19/2018,0,26
1/19/2018,1,9
1/19/2018,2,4
1/19/2018,3,5
1/19/2018,4,11
1/19/2018,5,55
1/19/2018,6,182
1/19/2018,7,433
1/19/2018,8,886
1/19/2018,9,480
1/19/2018,10,220
1/19/2018,11,321
1/19/2018,12,399
1/19/2018,13,394
1/19/2018,14,340
1/19/2018,15,489
1/19/2018,16,701
1/19/2018,17,951
1/19/2018,18,680
1/19/2018,19,399
1/19/2018,20,212
1/19/2018,21,183
1/19/2018,22,130
1/19/2018,23,94
1/20/2018,0,70
1/20/2018,1,44
1/20/2018,2,26
1/20/2018,3,21
1/20/2018,4,4
1/20/2018,5,12
1/20/2018,6,17
1/20/2018,7,66
1/20/2018,8,172
1/20/2018,9,292
1/20/2018,10,497
1/20/2018,11,692
1/20/2018,12,756
1/20/2018,13,823
1/20/2018,14,871
1/20/2018,15,917
1/20/2018,16,874
1/20/2018,17,636
1/20/2018,18,371
1/20/2018,19,288
1/20/2018,20,195
1/20/2018,21,129
1/20/2018,22,156
1/20/2018,23,104
1/21/2018,0,84
1/21/2018,1,81
1/21/2018,2,51
1/21/2018,3,21
1/21/2018,4,10
1/21/2018,5,5
1/21/2018,6,17
1/21/2018,7,55
1/21/2018,8,145
1/21/2018,9,241
1/21/2018,10,462
1/21/2018,11,546
1/21/2018,12,576
1/21/2018,13,615
1/21/2018,14,801
1/21/2018,15,711
1/21/2018,16,565
1/21/2018,17,438
1/21/2018,18,385
1/21/2018,19,209
1/21/2018,20,173
1/21/2018,21,177
1/21/2018,22,114
1/21/2018,23,60
1/22/2018,0,30
1/22/2018,1,8
1/22/2018,2,10
1/22/2018,3,9
1/22/2018,4,12
1/22/2018,5,65
1/22/2018,6,259
1/22/2018,7,641
1/22/2018,8,1100
1/22/2018,9,514
1/22/2018,10,287
1/22/2018,11,383
1/22/2018,12,432
1/22/2018,13,468
1/22/2018,14,388
1/22/2018,15,529
1/22/2018,16,731
1/22/2018,17,1215
1/22/2018,18,919
1/22/2018,19,574
1/22/2018,20,373
1/22/2018,21,238
1/22/2018,22,136
1/22/2018,23,64
1/23/2018,0,27
1/23/2018,1,9
1/23/2018,2,20
1/23/2018,3,4
1/23/2018,4,8
1/23/2018,5,47
1/23/2018,6,133
1/23/2018,7,414
1/23/2018,8,1042
1/23/2018,9,543
1/23/2018,10,270
1/23/2018,11,276
1/23/2018,12,371
1/23/2018,13,356
1/23/2018,14,324
1/23/2018,15,400
1/23/2018,16,706
1/23/2018,17,1181
1/23/2018,18,901
1/23/2018,19,501
1/23/2018,20,290
1/23/2018,21,213
1/23/2018,22,98
1/23/2018,23,66
1/24/2018,0,26
1/24/2018,1,12
1/24/2018,2,7
1/24/2018,3,2
1/24/2018,4,11
1/24/2018,5,85
1/24/2018,6,306
1/24/2018,7,697
1/24/2018,8,1180
1/24/2018,9,478
1/24/2018,10,215
1/24/2018,11,239
1/24/2018,12,279
1/24/2018,13,273
1/24/2018,14,243
1/24/2018,15,349
1/24/2018,16,561
1/24/2018,17,988
1/24/2018,18,759
1/24/2018,19,442
1/24/2018,20,223
1/24/2018,21,176
1/24/2018,22,116
1/24/2018,23,61
1/25/2018,0,22
1/25/2018,1,2
1/25/2018,2,3
1/25/2018,3,6
1/25/2018,4,13
1/25/2018,5,64
1/25/2018,6,239
1/25/2018,7,584
1/25/2018,8,978
1/25/2018,9,434
1/25/2018,10,199
1/25/2018,11,223
1/25/2018,12,261
1/25/2018,13,240
1/25/2018,14,229
1/25/2018,15,350
1/25/2018,16,529
1/25/2018,17,923
1/25/2018,18,702
1/25/2018,19,418
1/25/2018,20,264
1/25/2018,21,207
1/25/2018,22,134
1/25/2018,23,72
1/26/2018,0,26
1/26/2018,1,9
1/26/2018,2,5
1/26/2018,3,8
1/26/2018,4,12
1/26/2018,5,64
1/26/2018,6,192
1/26/2018,7,495
1/26/2018,8,873
1/26/2018,9,469
1/26/2018,10,232
1/26/2018,11,288
1/26/2018,12,394
1/26/2018,13,363
1/26/2018,14,321
1/26/2018,15,420
1/26/2018,16,597
1/26/2018,17,911
1/26/2018,18,623
1/26/2018,19,369
1/26/2018,20,209
1/26/2018,21,166
1/26/2018,22,134
1/26/2018,23,114
1/27/2018,0,65
1/27/2018,1,61
1/27/2018,2,34
1/27/2018,3,19
1/27/2018,4,13
1/27/2018,5,9
1/27/2018,6,29
1/27/2018,7,81
1/27/2018,8,198
1/27/2018,9,322
1/27/2018,10,528
1/27/2018,11,627
1/27/2018,12,829
1/27/2018,13,918
1/27/2018,14,1040
1/27/2018,15,1029
1/27/2018,16,836
1/27/2018,17,584
1/27/2018,18,395
1/27/2018,19,319
1/27/2018,20,273
1/27/2018,21,168
1/27/2018,22,191
1/27/2018,23,139
1/28/2018,0,102
1/28/2018,1,62
1/28/2018,2,44
1/28/2018,3,10
1/28/2018,4,8
1/28/2018,5,7
1/28/2018,6,21
1/28/2018,7,50
1/28/2018,8,78
1/28/2018,9,90
1/28/2018,10,137
1/28/2018,11,174
1/28/2018,12,209
1/28/2018,13,181
1/28/2018,14,237
1/28/2018,15,266
1/28/2018,16,273
1/28/2018,17,270
1/28/2018,18,195
1/28/2018,19,181
1/28/2018,20,92
1/28/2018,21,71
1/28/2018,22,66
1/28/2018,23,43
1/29/2018,0,11
1/29/2018,1,9
1/29/2018,2,9
1/29/2018,3,6
1/29/2018,4,11
1/29/2018,5,71
1/29/2018,6,239
1/29/2018,7,601
1/29/2018,8,1010
1/29/2018,9,441
1/29/2018,10,192
1/29/2018,11,220
1/29/2018,12,259
1/29/2018,13,247
1/29/2018,14,233
1/29/2018,15,348
1/29/2018,16,551
1/29/2018,17,953
1/29/2018,18,742
1/29/2018,19,461
1/29/2018,20,284
1/29/2018,21,204
1/29/2018,22,108
1/29/2018,23,55
1/30/2018,0,22
1/30/2018,1,15
1/30/2018,2,7
1/30/2018,3,5
1/30/2018,4,10
1/30/2018,5,62
1/30/2018,6,196
1/30/2018,7,518
1/30/2018,8,917
1/30/2018,9,429
1/30/2018,10,183
1/30/2018,11,165
1/30/2018,12,238
1/30/2018,13,188
1/30/2018,14,174
1/30/2018,15,220
1/30/2018,16,380
1/30/2018,17,726
1/30/2018,18,606
1/30/2018,19,337
1/30/2018,20,215
1/30/2018,21,112
1/30/2018,22,94
1/30/2018,23,44
1/31/2018,0,10
1/31/2018,1,6
1/31/2018,2,2
1/31/2018,3,1
1/31/2018,4,7
1/31/2018,5,66
1/31/2018,6,207
1/31/2018,7,502
1/31/2018,8,827
1/31/2018,9,446
1/31/2018,10,182
1/31/2018,11,196
1/31/2018,12,231
1/31/2018,13,212
1/31/2018,14,202
1/31/2018,15,295
1/31/2018,16,491
1/31/2018,17,849
1/31/2018,18,673
1/31/2018,19,379
1/31/2018,20,252
1/31/2018,21,180
1/31/2018,22,116
1/31/2018,23,55
2/1/2018,0,22
2/1/2018,1,10
2/1/2018,2,2
2/1/2018,3,4
2/1/2018,4,9
2/1/2018,5,68
2/1/2018,6,236
2/1/2018,7,598
2/1/2018,8,1065
2/1/2018,9,487
2/1/2018,10,220
2/1/2018,11,253
2/1/2018,12,329
2/1/2018,13,267
2/1/2018,14,259
2/1/2018,15,367
2/1/2018,16,568
2/1/2018,17,965
2/1/2018,18,801
2/1/2018,19,525
2/1/2018,20,335
2/1/2018,21,195
2/1/2018,22,103
2/1/2018,23,44
2/2/2018,0,22
2/2/2018,1,9
2/2/2018,2,10
2/2/2018,3,7
2/2/2018,4,13
2/2/2018,5,59
2/2/2018,6,183
2/2/2018,7,432
2/2/2018,8,794
2/2/2018,9,423
2/2/2018,10,185
2/2/2018,11,206
2/2/2018,12,223
2/2/2018,13,220
2/2/2018,14,207
2/2/2018,15,270
2/2/2018,16,344
2/2/2018,17,577
2/2/2018,18,416
2/2/2018,19,241
2/2/2018,20,136
2/2/2018,21,86
2/2/2018,22,78
2/2/2018,23,58
2/3/2018,0,37
2/3/2018,1,32
2/3/2018,2,17
2/3/2018,3,5
2/3/2018,4,9
2/3/2018,5,7
2/3/2018,6,17
2/3/2018,7,54
2/3/2018,8,136
2/3/2018,9,191
2/3/2018,10,253
2/3/2018,11,359
2/3/2018,12,352
2/3/2018,13,353
2/3/2018,14,336
2/3/2018,15,357
2/3/2018,16,317
2/3/2018,17,240
2/3/2018,18,241
2/3/2018,19,162
2/3/2018,20,103
2/3/2018,21,96
2/3/2018,22,71
2/3/2018,23,49
2/4/2018,0,51
2/4/2018,1,50
2/4/2018,2,29
2/4/2018,3,20
2/4/2018,4,11
2/4/2018,5,11
2/4/2018,6,27
2/4/2018,7,43
2/4/2018,8,102
2/4/2018,9,158
2/4/2018,10,167
2/4/2018,11,117
2/4/2018,12,85
2/4/2018,13,66
2/4/2018,14,53
2/4/2018,15,47
2/4/2018,16,24
2/4/2018,17,25
2/4/2018,18,25
2/4/2018,19,43
2/4/2018,20,38
2/4/2018,21,32
2/4/2018,22,142
2/4/2018,23,62
2/5/2018,0,12
2/5/2018,1,7
2/5/2018,2,3
2/5/2018,3,2
2/5/2018,4,16
2/5/2018,5,53
2/5/2018,6,178
2/5/2018,7,410
2/5/2018,8,812
2/5/2018,9,397
2/5/2018,10,164
2/5/2018,11,158
2/5/2018,12,212
2/5/2018,13,197
2/5/2018,14,195
2/5/2018,15,276
2/5/2018,16,409
2/5/2018,17,867
2/5/2018,18,633
2/5/2018,19,366
2/5/2018,20,266
2/5/2018,21,153
2/5/2018,22,78
2/5/2018,23,31
2/6/2018,0,18
2/6/2018,1,7
2/6/2018,2,2
2/6/2018,4,13
2/6/2018,5,82
2/6/2018,6,222
2/6/2018,7,545
2/6/2018,8,974
2/6/2018,9,443
2/6/2018,10,207
2/6/2018,11,218
2/6/2018,12,232
2/6/2018,13,240
2/6/2018,14,202
2/6/2018,15,318
2/6/2018,16,491
2/6/2018,17,913
2/6/2018,18,734
2/6/2018,19,428
2/6/2018,20,230
2/6/2018,21,192
2/6/2018,22,104
2/6/2018,23,41
2/7/2018,0,20
2/7/2018,1,4
2/7/2018,2,5
2/7/2018,3,3
2/7/2018,4,9
2/7/2018,5,52
2/7/2018,6,147
2/7/2018,7,380
2/7/2018,8,762
2/7/2018,9,527
2/7/2018,10,233
2/7/2018,11,60
2/7/2018,12,65
2/7/2018,13,40
2/7/2018,14,60
2/7/2018,15,105
2/7/2018,16,138
2/7/2018,17,309
2/7/2018,18,478
2/7/2018,19,301
2/7/2018,20,239
2/7/2018,21,171
2/7/2018,22,93
2/7/2018,23,38
2/8/2018,0,24
2/8/2018,1,6
2/8/2018,2,1
2/8/2018,3,5
2/8/2018,4,12
2/8/2018,5,68
2/8/2018,6,195
2/8/2018,7,477
2/8/2018,8,881
2/8/2018,9,473
2/8/2018,10,194
2/8/2018,11,187
2/8/2018,12,251
2/8/2018,13,230
2/8/2018,14,214
2/8/2018,15,298
2/8/2018,16,443
2/8/2018,17,880
2/8/2018,18,668
2/8/2018,19,391
2/8/2018,20,244
2/8/2018,21,203
2/8/2018,22,108
2/8/2018,23,72
2/9/2018,0,33
2/9/2018,1,6
2/9/2018,2,3
2/9/2018,3,5
2/9/2018,4,15
2/9/2018,5,48
2/9/2018,6,167
2/9/2018,7,435
2/9/2018,8,881
2/9/2018,9,460
2/9/2018,10,231
2/9/2018,11,247
2/9/2018,12,288
2/9/2018,13,316
2/9/2018,14,312
2/9/2018,15,399
2/9/2018,16,582
2/9/2018,17,950
2/9/2018,18,637
2/9/2018,19,385
2/9/2018,20,209
2/9/2018,21,146
2/9/2018,22,130
2/9/2018,23,128
2/10/2018,0,58
2/10/2018,1,51
2/10/2018,2,34
2/10/2018,3,12
2/10/2018,4,7
2/10/2018,5,15
2/10/2018,6,29
2/10/2018,7,85
2/10/2018,8,163
2/10/2018,9,333
2/10/2018,10,400
2/10/2018,11,170
2/10/2018,12,97
2/10/2018,13,58
2/10/2018,14,60
2/10/2018,15,49
2/10/2018,16,84
2/10/2018,17,78
2/10/2018,18,60
2/10/2018,19,53
2/10/2018,20,79
2/10/2018,21,51
2/10/2018,22,33
2/10/2018,23,38
2/11/2018,0,29
2/11/2018,1,28
2/11/2018,2,24
2/11/2018,3,13
2/11/2018,4,1
2/11/2018,5,1
2/11/2018,6,4
2/11/2018,7,20
2/11/2018,8,31
2/11/2018,9,68
2/11/2018,10,110
2/11/2018,11,108
2/11/2018,12,223
